,Validation_loss,Training_loss
0,-0.8266739845275879,-0.8891742841656126
1,-0.8540333539247513,-1.2781777858978163
2,-0.8562777310609817,-1.3592548610732158
3,-0.8883235543966294,-1.392341663917963
4,-0.9104880779981613,-1.413347301488035
5,-0.8940842837095261,-1.4279135014164046
6,-0.905569925904274,-1.439242485601802
7,-0.9028726726770401,-1.448554816973246
8,-0.9292159974575043,-1.456520717732128
9,-0.9411485850811004,-1.4629238208216313
10,-0.945522540807724,-1.4690764539683487
11,-0.9511772751808166,-1.4744616568759616
12,-0.9470718711614609,-1.4793057122030424
13,-0.9573966711759567,-1.4837060046659643
14,-0.9551644861698151,-1.4874877492871474
15,-0.9697380214929581,-1.4912426058077153
16,-0.9459893941879273,-1.4947900140053663
17,-0.9767814069986344,-1.497338242150134
18,-0.9752435177564621,-1.5005317229697501
19,-0.9600876122713089,-1.5033617574824525
20,-0.9825595110654831,-1.5055656520956737
21,-0.981561416387558,-1.5073337834347478
22,-0.9971847742795944,-1.5102957570076965
23,-0.9860473304986954,-1.512416734544135
24,-0.9826807677745819,-1.5141790819753767
25,-1.0033632338047027,-1.516099081922822
26,-1.0046013712882995,-1.5176621023927765
27,-0.9972962141036987,-1.5194528988708371
28,-1.0131150960922242,-1.5209100329400085
29,-1.0075461745262146,-1.5220641583478804
30,-1.0088807880878448,-1.5237157488796582
31,-1.0093909353017807,-1.5245499484004603
32,-1.0087435007095338,-1.5257971452714965
33,-1.011621543765068,-1.526989821401809
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
