,Validation_loss,Training_loss
0,-0.6221450626850128,-0.29149743156629626
1,-0.8065528035163879,-0.9113916694324848
2,-0.8129798740148544,-1.1505859466755768
3,-0.8218815177679062,-1.2254578558424967
4,-0.837642177939415,-1.2571709285372965
5,-0.8480932861566544,-1.286102708066864
6,-0.855191445350647,-1.314126860888002
7,-0.8757972329854965,-1.3360976448078605
8,-0.8780861735343933,-1.3516557735210797
9,-0.8926930040121078,-1.363566617394665
10,-0.9043898403644561,-1.3741470657083126
11,-0.9081132858991623,-1.3829492746624512
12,-0.9121550053358078,-1.3913817342252546
13,-0.9124363511800766,-1.3984834549980985
14,-0.9202785193920135,-1.4049690361520772
15,-0.9200545638799668,-1.4105460893900392
16,-0.9262089699506759,-1.4151702881347437
17,-0.9343541473150253,-1.4197434947092922
18,-0.9377215594053269,-1.4239006451232894
19,-0.9381761223077774,-1.4277217397914328
20,-0.9372953981161117,-1.4316415159582725
21,-0.9398097127676011,-1.4348428913124265
22,-0.9449287861585617,-1.4379638999609035
23,-0.9420029073953629,-1.4410372386813286
24,-0.9462408602237702,-1.4436763021084522
25,-0.9482460230588913,-1.4465404290137784
26,-0.9443498104810715,-1.4493861565692399
27,-0.9539425581693649,-1.4517447167555655
28,-0.9475898921489716,-1.4542015905634043
29,-0.9489210307598114,-1.4562468752036197
30,-0.949984011054039,-1.4584475619034
31,-0.957894828915596,-1.4605222779384288
32,-0.9550520867109299,-1.4624562578289144
33,-0.9616350680589676,-1.4643463508865606
34,-0.9560775399208069,-1.4661989613467619
35,-0.9562294274568558,-1.4679756828315915
36,-0.9564505040645599,-1.4697266041073365
37,-0.9623281538486481,-1.4714160763497484
38,-0.9642170637845993,-1.4732092554273966
39,-0.9620965898036957,-1.4746476081157047
40,-0.9617570638656616,-1.476132760760484
41,-0.9646878182888031,-1.4775861247901174
42,-0.9602587729692459,-1.4789130547395626
43,-0.9633555233478546,-1.4803444485093333
44,-0.968183520436287,-1.4818105592698378
45,-0.972369247674942,-1.4832224057665135
46,-0.9695089221000671,-1.4845075214409413
47,-0.9713022500276566,-1.4859375796274128
48,-0.9694413036108017,-1.4870846117775174
49,-0.9732818603515625,-1.4884431910002365
50,-0.9709457755088806,-1.4893939602460442
51,-0.9676635652780533,-1.4904738817146637
52,-0.9770720183849335,-1.4916027827053011
53,-0.9738504707813262,-1.492486587688403
54,-0.9754756689071655,-1.4934331528850076
55,-0.978574275970459,-1.4946513798244168
56,-0.975043100118637,-1.4956667036458682
57,-0.9747031807899476,-1.4964861757557615
58,-0.9719519019126892,-1.49737919767901
59,-0.976456418633461,-1.4984539484904513
60,-0.9811354458332062,-1.499517621257044
61,-0.9776133120059967,-1.5002116194278947
62,-0.980490255355835,-1.501378411646387
63,-0.9835873454809189,-1.5020652772704313
64,-0.9816309809684753,-1.5027067740595572
65,-0.9791113138198853,-1.5038748307262253
66,-0.9772124737501144,-1.5044478270756185
67,-0.9859750270843506,-1.5052539992356861
68,-0.9793812841176986,-1.506262663198957
69,-0.9800428330898285,-1.507154021438825
70,-0.9835100144147872,-1.5074546842272474
71,-0.9888430118560791,-1.5085371373985783
72,-0.9814982414245605,-1.5091659953186676
73,-0.9832660287618638,-1.5098052653221903
74,-0.9849726110696793,-1.5107934657968543
75,-0.9853810280561447,-1.5112018535178662
76,-0.9903086811304093,-1.5118650783657905
77,-0.9857090234756469,-1.5126635198583378
78,-0.9854119658470154,-1.513052660952815
79,-0.9885347187519073,-1.5135761318821745
80,-0.9915761321783065,-1.5142090332788722
81,-0.9871548175811767,-1.515105329492075
82,-0.9920467585325241,-1.515587509471538
83,-0.9911362558603287,-1.5160522922156654
84,-0.9957160621881485,-1.516588187144503
85,-0.9921917736530304,-1.5172636590692135
86,-0.9896478354930878,-1.517716142879904
87,-0.9910163223743439,-1.5184030696337885
88,-0.9994401454925537,-1.5189466996227097
89,-0.9902401566505432,-1.5193431715394237
90,-0.991868332028389,-1.5203004100549673
91,-0.9923857986927033,-1.5206411076421746
92,-0.9985423654317855,-1.5211209609052176
93,-0.9980040282011032,-1.5215436827807003
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
