,Validation_loss,Training_loss
0,-0.5383274460895152,-0.9149449338810149
1,-0.6249437924427322,-1.3076518416892913
2,-0.6733610622490509,-1.364282595888562
3,-0.6792036234577999,-1.3958162737222226
4,-0.6589535795435121,-1.419160635171719
5,-0.6565613682511486,-1.4397881903671566
6,-0.6608324205573601,-1.4594082837828535
7,-0.6770571813553194,-1.4750425288339757
8,-0.6847154958338677,-1.4859207050861958
9,-0.6653504499906226,-1.4944177648586052
10,-0.6935094421422934,-1.5018695529263313
11,-0.6758626356155057,-1.508653895886072
12,-0.6827819415285618,-1.5149835341721811
13,-0.6951069050951849,-1.5209435343833906
14,-0.7609666812268994,-1.5264872910270368
15,-0.7555643606789505,-1.5321768525618862
16,-0.7610025134267686,-1.537516619166298
17,-0.7539531671548192,-1.5427664607755662
18,-0.7513026172601724,-1.5480008580540037
19,-0.7605962202518801,-1.553202373492678
20,-0.7709094368958775,-1.5583233094014015
21,-0.77524537979802,-1.5634354375224606
22,-0.7662160373941252,-1.5685008344425702
23,-0.7871931187714203,-1.5732020131761166
24,-0.8173707799066471,-1.577542607119726
25,-0.8446044393732578,-1.5814190270011614
26,-0.8501258756540999,-1.5851354540416522
27,-0.8550063069862656,-1.5885385766430893
28,-0.8575854550434064,-1.5916404308551468
29,-0.8489631271060509,-1.59469251355644
30,-0.8650579120539412,-1.5971757078036526
31,-0.8653416022469725,-1.5997460414175186
32,-0.8659981549540653,-1.6021818248152213
33,-0.8715683772594114,-1.6045272807987077
34,-0.8746365316306488,-1.6067518063265251
35,-0.8768315300156798,-1.608770150280316
36,-0.8719329253027711,-1.6107460631718866
37,-0.866742119758944,-1.6126647108742915
38,-0.8708264850362947,-1.6145066938529637
39,-0.8650635918484458,-1.6162752738107584
40,-0.8516027519974527,-1.6179048331582642
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
