,Validation_loss,Training_loss
0,-0.7325159311294556,-0.5047600885327456
1,-0.8294308722019196,-1.0841171746366223
2,-0.8490888103842735,-1.2338700763034722
3,-0.8777452066540719,-1.2988785009911263
4,-0.9015765726566315,-1.3383108222496791
5,-0.9038102194666863,-1.3652878428066766
6,-0.9212205439805985,-1.3859295338056714
7,-0.9131727829575539,-1.4026828979274513
8,-0.9210853546857833,-1.4162254720895782
9,-0.9248716473579407,-1.4276539482626236
10,-0.9171904847025871,-1.4371933295880517
11,-0.8962983906269073,-1.445608070465291
12,-0.9285996720194817,-1.4530002110568137
13,-0.9369810670614243,-1.4593111466360922
14,-0.9311731502413749,-1.4652811544456403
15,-0.9275208055973053,-1.4703828970021822
16,-0.9402680397033691,-1.475217616667889
17,-0.9472825586795807,-1.4796506023089742
18,-0.9269453406333923,-1.483766011962383
19,-0.9492207497358323,-1.487526173235328
20,-0.9526250272989273,-1.4908361071939966
21,-0.9540999516844749,-1.4936220073651145
22,-0.9574059128761292,-1.4965493110453705
23,-0.9605313584208488,-1.4991918453906674
24,-0.9562245190143586,-1.5018680600207317
25,-0.9667979076504707,-1.5040872373380827
26,-0.9590402737259864,-1.5062000325050666
27,-0.9616159290075302,-1.5083058761964678
28,-0.9682547345757484,-1.5103677358695649
29,-0.9763165012001991,-1.51227202093345
30,-0.9642730161547661,-1.513839602775437
31,-0.9733250722289085,-1.5158767754492277
32,-0.9721830457448959,-1.5173222863076288
33,-0.9800469592213631,-1.519089277227435
34,-0.9752356663346291,-1.5206144050053467
35,-0.9863474413752555,-1.5222163377911189
36,-0.9784298866987229,-1.5236278197660418
37,-0.9887210935354233,-1.5251226629547112
38,-0.9925978779792786,-1.5265116817875553
39,-0.989097398519516,-1.5278977298443734
40,-0.9916345864534378,-1.5293121539826524
41,-0.9945532470941544,-1.5304460391905559
42,-0.991727451980114,-1.5316529472262246
43,-0.9910244792699814,-1.5326357353917164
44,-0.9939480245113372,-1.5336585379793797
45,-0.9893914237618446,-1.534704028217917
46,-0.9931615263223648,-1.536053116636364
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
