,RMSE,NRMSE,ND,MAPE,sMAPE,QuantileLoss,Quantile
0,2481.2295,0.9861723964540506,0.09031377599012197,0.11934483480871344,0.12532433750387523,0.028997169471360853,0.1
1,2152.6565,0.8555800341134321,0.07549196747243662,0.1053233195343547,0.1023640758203977,0.04377099214897603,0.2
2,1989.2068,0.7906164385289655,0.06950118970967374,0.10135472929864395,0.09308761322363236,0.05404165441186212,0.3
3,1875.7551,0.7455247225348349,0.06641226354851446,0.1010914857973879,0.08833872757741683,0.06089717092868896,0.4
4,1788.7423,0.7109412070193171,0.06487317270927893,0.1033714744865488,0.09265224900151695,0.06487317270927893,0.5
5,1717.3036,0.6825476647785703,0.06455159338955971,0.10808838549061946,0.09864298323008867,0.06606468417050208,0.6
6,1661.159,0.6602328458128373,0.0655327262899341,0.11552623691954496,0.10063848766298646,0.06410975800404342,0.7
7,1625.6992,0.64613922231544,0.06862560710964141,0.12793708824922492,0.10584976069209888,0.0579322633895332,0.8
8,1662.0869,0.6606016252494513,0.07772833681767236,0.15446382671311426,0.11968188622075608,0.04445307800944878,0.90000004
