,Validation_loss,Training_loss
0,-0.8247031758103189,-0.7254852295169306
1,-0.8590983506999438,-1.213903564853927
2,-0.8991687705245199,-1.315702300807659
3,-0.9246897486191762,-1.3649765196620336
4,-0.9299831805349905,-1.3961560823803274
5,-0.9394394076323207,-1.4185387548168877
6,-0.9396343065213554,-1.434280397521586
7,-0.9409009263485293,-1.446489657103512
8,-0.9477538911602165,-1.4563681952081313
9,-0.953485205203672,-1.4648514542092683
10,-0.9548893269104294,-1.4724466704882897
11,-0.9592583662346948,-1.47857092193914
12,-0.9599039411243004,-1.4841315659959207
13,-0.9612509910064407,-1.4890033713014406
14,-0.9659359960616389,-1.4933641788628147
15,-0.9593705768826641,-1.4969707184933871
16,-0.9713510523868513,-1.5004424270779269
17,-0.9731783549996871,-1.503737700513357
18,-0.9787548606908774,-1.5068007767703913
19,-0.9774059736275975,-1.509355614122479
20,-0.9772907231427446,-1.5120699368445867
21,-0.9754524721374994,-1.5144229773093527
22,-0.9804907667485974,-1.5166322271446149
23,-0.982584544374973,-1.5186701528489635
24,-0.9827726604063299,-1.5206285871018037
25,-0.9845949750912341,-1.5228388048908672
26,-0.9804108444648453,-1.524370866875103
27,-0.993366643597808,-1.5261689763194861
28,-0.9849901968919779,-1.5277531402691387
29,-0.9893969267229491,-1.5292955085936488
30,-0.9940330167359943,-1.5309855651147597
31,-0.9861295042158682,-1.5327641951143818
32,-0.9819856814191311,-1.5341335560374165
33,-0.998321191419529,-1.5353648053248092
34,-0.9937538142445721,-1.5368588499196632
35,-0.9985668795018257,-1.5382123201559168
36,-0.9918379957162882,-1.539127258959102
37,-0.9961488669431662,-1.5401800807125892
38,-0.9849168145203893,-1.5415504726876619
39,-0.9799411364748508,-1.5426597913757198
40,-0.9732811820657947,-1.5437752217748508
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
