,Validation_loss,Training_loss
0,-0.4250646551513368,-0.9929553900483602
1,-0.5802103713819176,-1.2112492523676421
2,-0.5817589638339487,-1.2751482204012845
3,-0.6203548737392304,-1.314870105225497
4,-0.6325445554818317,-1.342951140963099
5,-0.6937756405514517,-1.3634922840859816
6,-0.686222595583861,-1.3801638264822682
7,-0.677374022971293,-1.3947252336940523
8,-0.7137515651192635,-1.4080387822159361
9,-0.7392967480003454,-1.4189948002995778
10,-0.7621504903598956,-1.4283677951086962
11,-0.7523883501435541,-1.43684212863636
12,-0.8094517786032075,-1.4436108736669637
13,-0.8181578725766224,-1.450355989159748
14,-0.7879799513300513,-1.4564855529070968
15,-0.8242840842836222,-1.4621886164846363
16,-0.8443882841213494,-1.4673743868749944
17,-0.8019572898840449,-1.472241041656647
18,-0.8350130308205914,-1.4761307836341808
19,-0.8471577904026979,-1.4806858363567172
20,-0.8507115074024079,-1.4840915047617373
21,-0.8310700525903398,-1.487026691574088
22,-0.8513870368337935,-1.4897504107878574
23,-0.8380833613644739,-1.4930252492404938
24,-0.8654471499145411,-1.4952879363224416
25,-0.8689743101976479,-1.4977956485705568
26,-0.8792074774480929,-1.5002792196940264
27,-0.8506536817854378,-1.502078017183902
28,-0.8440363327409052,-1.5042256423015075
29,-0.8275307033472,-1.5058561532137016
30,-0.8691483367780212,-1.5077532168297063
31,-0.8556397971074292,-1.5094840110195105
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
