,RMSE,NRMSE,ND,MAPE,sMAPE,QuantileLoss,Quantile
0,2404.6536,0.9557370552644199,0.09295943593453153,0.16484901421363937,0.12913825852002758,0.03362172862960814,0.1
1,2042.8423,0.8119340344266593,0.07783468864847391,0.1517783557327155,0.10915821065398623,0.04921990551214484,0.2
2,1864.7827,0.7411637031374537,0.07188508702898493,0.14889470548759481,0.10447566276586219,0.059169501832258886,0.3
3,1754.9183,0.6974977628706983,0.06904145568530191,0.14950199357477126,0.10434529755769005,0.06516391629107347,0.4
4,1680.4097,0.6678840609073614,0.06803379278914053,0.15209745766049418,0.10455963580488031,0.06803379278914053,0.5
5,1633.4154,0.649206044702996,0.06843443215872688,0.15662802895763844,0.10536334704279342,0.06784872536784287,0.6
6,1615.9484,0.642263714800995,0.07038365487290774,0.16368619405493054,0.10815881105230063,0.06424185154860984,0.7
7,1647.728,0.654894640961852,0.07510863718624389,0.17555294262978582,0.11405511847332615,0.05636847746308323,0.8
8,1826.8079,0.7260704792279318,0.08815432707212184,0.2008848046963612,0.12884076332557703,0.04196983397058317,0.90000004
